Randomized_String,Original_String,TextScore
Impala.,Impala.,1.0
Ssoraga Sachnologias for Big Dasa.,Big Omicron and big Omega and big Theta.,1.3125
Multidimentioncl Procett Cnclytict.,,0.0
Onlina Machina Laarning Algorishms ovar Dasa Ssraams.,Lex ex machina.,0.6666666666666666
Tabular Coiputatioa.,Chisel: Sculpting Tabular and Non-Tabular Data on the Web.,0.9642857142857142
Iadexiag.,,0.0
And-so-And Banchmark.,,0.0
Grcph Query Procetting.,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR.,1.25
Tpctiotemporcl Dctc: Trcjectoriet.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Crtifcct-Centric Procett Mining.,Architecture-Centric Data Mining Middleware Supporting Multiple Data Sources and Mining Techniques.,1.4318181818181819
Robuss Dasa Parsisioning.,DASA: Dissatisfaction-oriented Advertising based on Sentiment Analysis.,0.5714285714285714
Flood Detectioa Usiag Social Iedia Big Data Streais.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,3.0625
Coordinction Cvoidcnce.,,0.0
Probabilistic Data Iategratioa.,Hybrid fuzzy probabilistic data association filter and joint probabilistic data association filter.,1.772727272727273
Parallel Graph Processiag.,Parallel Algorithms for Series Parallel Graphs and Graphs with Treewidth Two.,1.875
Busiaess Process Eveat Logs aad Visualizatioa.,Bot Log Mining: Using Logs from Robotic Process Automation for Process Mining.,1.7999999999999998
Procett Model Repcir.,On Modeling - Models of models.,1.75
Tpcticl Dctc Integrction.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Uncarsainsy in Ssraams.,,0.0
Dasa Wrangling.,Data Wrangling for Big Data: Towards a Lingua Franca for Data Wrangling.,0.9166666666666667
Laaguages for Big Data aaalysis.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Hybrid OLTP aad OLAP.,Hybrid OLTP and OLAP.,2.0
Conformcnce Checking.,Checking-Up on Branch-and-Check.,1.25
Naswork Big Dasa Sacurisy Issuas.,"Big Data, Big Brother, Big Money.",1.3125
Linked Geotpcticl Dctc.,What Should Entity Linking link?,1.25
Big Data aad Privacy Issues for Coaaected Vehicles ia Iatelligeat Traasportatioa Systeis.,Big Data and Privacy Issues for Connected Vehicles in Intelligent Transportation Systems.,2.7777777777777777
Federated RDF Query Processiag.,Federated RDF Query Processing.,1.875
Consinuous Quarias.,,0.0
Big Dctc Cnclytit for Tmcrt City Cpplicctiont.,"Big city, big data.",1.75
TPC-DT.,TPC-E vs. TPC-C: characterizing the new TPC-E benchmark via an I/O comparison study.,1.0625
Privccy Cube.,"Connectivity of Fibonacci cubes, Lucas cubes, and generalized cubes.",1.25
Dacomposad Procass Discovary and Conformanca Chacking.,On Sparse Parity Chack Matrices (Extended Abstract).,0.5833333333333334
Elasticity.,Nonlinear thermo-elastic bending behavior of graphene sheets embedded in an elastic medium based on nonlocal elasticity theory.,1.0625
Eacyclopedia of Big Data Techaologies.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Large Scale Eatity Resolutioa.,Large-scale games in large-scale systems,2.0
Keyword Attacks aad Privacy Preserviag ia Public-Key-Based Searchable Eacryptioa.,Keyword Attacks and Privacy Preserving in Public-Key-Based Searchable Encryption.,3.8888888888888884
Hardware-Assisted Coipressioa.,In Hardware We Trust: Gains and Pains of Hardware-assisted Security.,1.5357142857142856
Query Optiiizatioa Challeages for SQL-oa-Hadoop.,Query grouping-based multi-query optimization framework for interactive SQL query engines on Hadoop.,2.177083333333333
RDF Dasasas Profiling.,RDF Dataset Profiling.,1.3333333333333333
Python.,Python pocket reference - Python in your pocket: covers Python 2.4.,1.1666666666666665
Grcph Repretentctiont cnd Ttorcge.,A novel architecture for a computer network defense (CND) system using Content Addressable Networks (CAN).,0.5416666666666666
Conflics-Fraa Raplicasad Dasa Sypas CRDSs.,Anatomy of conflics.,0.75
Advaaceieats ia YARa Resource Iaaager.,Efficient Resource Allocation in Resource provisioning policies over Resource Cloud Communication Paradigm,1.1375
The R Laaguage: A Powerful Tool for Taiiag Big Data.,The R Language: A Powerful Tool for Taming Big Data.,2.8571428571428568
Optiiiziag Geo-Distributed Streaiiag Aaalytics.,Calantha: Content distribution across geo-distributed datacenters.,1.5357142857142856
Saarch and Quary Accalarasors.,Quary Expansion Using Local and Global Document Analysis.,0.5714285714285714
Graph Ganarasion and Banchmarks.,Graphs on Graphs.,1.5
Tecurity cnd Privccy in Big Dctc Environment.,Think Big with Big Data: Identifying Suitable Big Data Strategies in Corporate Environments.,1.659090909090909
aetwork-Level Support for Big Data Coiputiag.,Big data creating new knowledge as support in decision-making: practical examples of big data use and consequences of using big data as decision support.,2.8552631578947367
Indexing for Grcph Query Evcluction.,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR.,1.8214285714285714
Iobile Big Data: Fouadatioas State of the Art aad Future Directioas.,"Data warehousing and OLAP over Big Data: a survey of the state-of-the-art, open problems and future challenges.",3.0416666666666665
Recommender Tyttemt Over Dctc Ttrecmt.,Recommendations on recommendations.,1.5
Graph Pash Navigasion.,Graphs on Graphs.,1.5
Cchieving Low Lctency Trcntcctiont for Geo-repliccted Ttorcge with Blotter.,Blotter: Low Latency Transactions for Geo-Replicated Storage.,1.7142857142857142
Virsual Dissribusad Fila Syssam: Alluxio.,FILA: Fine-grained indoor localization.,0.6
Systei Uader Test.,When is a test not a test?,1.5
Hybrid Tyttemt Bcted on Trcditioncl Dctcbcte Extentiont.,Exploring Hybrid: A (hybrid) SIG to discuss hybrid conferences.,1.25
Spatio-Textual Data.,Spatio-Textual Data.,2.0
Typet of Ttrecm Procetting Clgorithmt.,The Cost of Using the CAP Computer's Procetion Facilities.,0.5833333333333334
Dctc Fution.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Samansic Ssraam Procassing.,,0.0
Liaked Data Iaaageieat.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Computing the Cott of Compretted Dctc.,When is a computer not a computer?,1.5
Graph Quary Languagas.,Graphs on Graphs.,1.5
Spasio-Social Dasa.,Social Efficiency: Rules for Designing Social Networks and Social Media [Social Sciences].,1.3125
Amarging Hardwara Sachnologias.,AMarge: Automated Extensive Quality Assessment of Affymetrix Chips.,0.5714285714285714
Dctc Quclity cnd Dctc Clecnting of Temcntic Dctc.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Big Dctc Cnclytit in Bioinformctict.,Big Omicron and big Omega and big Theta.,1.3125
Large-Scale Scheia Iatchiag.,Large-scale games in large-scale systems,2.0
Big Dctc Technologiet for DNC Tequencing.,"Big Data, Big Brother, Big Money.",1.3125
TPC.,TPC-E vs. TPC-C: characterizing the new TPC-E benchmark via an I/O comparison study.,1.0625
Big Data aad Exascale Coiputiag.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Graph Invarianss.,Graphs on Graphs.,1.5
Coiputer Architecture for Big Data.,System and architecture level characterization of big data applications on big and little core server architectures.,2.2916666666666665
Spark SQL.,&#22522;&#20110;Spark SQL&#30340;&#20998;&#24067;&#24335;&#20840;&#25991;&#26816;&#32034;&#26694;&#26550;&#30340;&#35774;&#35745;&#19982;&#23454;&#29616; (Design and Implementation of Distributed Full-text Search Framework Based on Spark SQL).,1.6
Feature Learaiag froi Social Graphs.,The Social Feature-Based Priority Relation Graph of Mobile Social Networks.,2.0277777777777777
Banchmark Harnass.,,0.0
Graph Visualizatioa.,Graphs on Graphs.,1.5
Query Procetting - <i>k</i>NN.,Analysis and evaluation of V*-<i>k</i>NN: an efficient algorithm for moving <i>k</i>NN queries.,2.3181818181818183
Big Dasa in Compusar Naswork Monisoring.,"Big Data, Big Brother, Big Money.",1.3125
(Web/Tocicl) Grcph Comprettion.,To web or not to web.,1.5
Butinett Procett Cnclytict.,,0.0
Query Procetting: Joint.,Query-Utterance Attention with Joint modeling for Query-Focused Meeting Summarization.,1.4722222222222223
Holittic Tchemc Mctching.,,0.0
Data Profiliag.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Privacy-Aware Ideatity Iaaageieat.,Addressing the Privacy Paradox by Expanded Privacy Awareness - The Example of Context-Aware Services.,1.7999999999999998
Energy Implicctiont of Big Dctc.,From big data to smart energy services: An application for intelligent energy management.,1.4722222222222223
Cpcche Flink.,Q-Flink: A QoS-Aware Controller for Apache Flink.,0.9642857142857142
Ietrics for Big Data Beachiarks.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Daclarasiva Procass Mining.,Decision Mining versus Process Mining: a Comparison of Mining Methods.,1.203125
Microbanchmark.,,0.0
Parallel Processiag with Big Data.,"Convex Optimization for Big Data: Scalable, randomized, and parallel algorithms for big data analytics.",2.3181818181818183
Sacurisy and Privacy Aspacss of Samansic Dasa.,Privacy ad Absurdum - How Workplace Privacy Dashboards Compromise Privacy.,1.203125
Audising.,,0.0
aoSQL Database Systeis.,DoD: Database of Databases - Updated Molecular Biology Databases.,1.25
GPU-Based Hardware Platforis.,Evaluating the reliability of a GPU pipeline to SEU and the impacts of software-based and hardware-based fault tolerance techniques.,1.942307692307692
Cloud Computing for Big Dctc Cnclytit.,"To cloud my big data or not to?: musings at the intersection of big data, intense computing and clouds.",2.3499999999999996
Parallal Join Algorishms in MapRaduca.,"Faster Joins, Self Joins and Multi-Way Joins Using Join Indices.",1.3125
Hcrdwcre-Cttitted Trcntcction Procetting.,The Cost of Using the CAP Computer's Procetion Facilities.,0.5833333333333334
Privccy-Preterving Dctc Cnclytict.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Dctc Lcke.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Visualizatioa.,,0.0
TPCx-HS.,TPCx-HS.,1.5
Cheap Data Aaalytics oa Cold Storage.,Cheap Data Analytics on Cold Storage.,2.4
Definition of Dctc Ttrecmt.,The AI Definition and a Program Which Satisfies this Definition.,1.0499999999999998
Cutomcted Rectoning.,Discrete Lissajous and Recton Functions: A New Method for Frequency Response Measurements.,0.5555555555555556
Julic.,,0.0
Analysics Banchmarks.,Analysing Privacy Analyses.,1.25
Dittributed Incrementcl View Mcintencnce.,A View on Views.,1.5
Butinett Procett Model Mctching.,On Modeling - Models of models.,1.75
Cpplicctiont of Big Tpcticl Dctc: Heclth.,Big Omicron and big Omega and big Theta.,1.3125
Schama Mapping.,Map of the Maps: Conceptualization of the Knowledge Maps.,1.4000000000000001
Approxiiate Coiputiag for Streai Aaalytics.,,0.0
Businass Procass Davianca Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Uncertcin Tchemc Mctching.,,0.0
Incramansal Approximasa Compusing.,Compus: visualization and analysis of structured documents for understanding social life in the 16th century.,0.55
Geo-Scale Traasactioa Processiag.,Scale Drift Correction of Camera Geo-Localization Using Geo-Tagged Images.,1.45
Dasa Provananca for Big Dasa Sacurisy and Accounsabilisy.,"Big Data, Big Brother, Big Money.",1.3125
Dctc-Driven Procett Timulction.,"Driven 05, Driven 06, Driven 07, Driven 08.",1.40625
Apacha Mahous.,,0.0
RDF Serializatioa aad Archival.,RDF-Gen: Generating RDF from Streaming and Archival Data.,1.5357142857142856
Tliding-Window Cggregction Clgorithmt.,Left-over Windows Cause Window Clutter... But What Causes Left-over Windows?,1.203125
Cpcche Kcfkc.,,0.0
Dimention Reduction.,Reduction Languages for Reduction Machines.,1.125
Big Data ia Cultural Heritage.,Towards a semantic data infrastructure for heterogeneous Cultural Heritage data - challenges of Korean Cultural Heritage Data Model (KCHDM).,2.75
Frcmework-Bcted Tccle-Out RDF Tyttemt.,RDF-F: RDF Datatype inFerring Framework - Towards Better RDF Document Matching.,1.1136363636363635
Hardware Reliability Requireieats.,Hardware Reliability.,1.5
Eaergy Beachiarkiag.,,0.0
Big Data Aaalysis Techaiques.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Knowladga Graphs in sha Librarias and Digisal Humanisias Domain.,Brain graph synthesis by dual adversarial domain alignment and target graph prediction from a source graph.,1.6354166666666665
Gao-Raplicasion Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Orchassrasion Sools for Big Dasa.,"Big Data, Big Brother, Big Money.",1.3125
Graiiar-Based Coipressioa.,Coronavirus phylogeny based on Base-Base Correlation.,1.3125
Big Data Architectures.,System and architecture level characterization of big data applications on big and little core server architectures.,2.2916666666666665
Geaoiic Data Coipressioa.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Structures for Large Data Sets.,Data mining from extreme data sets: very large and/or very skewed data sets.,2.638888888888889
Tpcticl Dctc Mining.,Decision Mining versus Process Mining: a Comparison of Mining Methods.,1.203125
Dasa Insagrasion.,DASA: Dissatisfaction-oriented Advertising based on Sentiment Analysis.,0.5714285714285714
In-Mamory Sransacsions.,,0.0
SparkBanch.,,0.0
Big Data ia Iobile aetworks.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Apacha Apax.,,0.0
SnappyDasa.,,0.0
Coipressed Iadexes for Repetitive Textual Datasets.,Compressed Indexes for Repetitive Textual Datasets.,1.7999999999999998
CRUD Benchmcrkt.,CRUD Benchmarks.,0.75
Incramansal Sliding Window Analysics.,Steady-state performance analyses for sliding window max-correlation matching adaptive algorithms.,1.6363636363636362
Grcph Pcrtitioning: Formulctiont cnd Cpplicctiont to Big Dctc.,Big Omicron and big Omega and big Theta.,1.3125
Big Data ia the Cloud.,"To cloud my big data or not to?: musings at the intersection of big data, intense computing and clouds.",2.6999999999999997
Hiararchical Procass Discovary.,Hiararchical Architecture for Real-Time Adaptive Resource Management.,0.5714285714285714
Big Dasa Daap Laarning Sools.,Big Omicron and big Omega and big Theta.,1.3125
Butinett Procett Performcnce Mecturement.,,0.0
Graph Exploratioa aad Search.,Graph Searching on Chordal Graphs.,1.75
Big Data for Cybersecurity.,Cybersecurity in Big Data Era: From Securing Big Data to Data-Driven Security.,2.5875
Decition Ditcovery in Butinett Procettet.,Detection of Logical Errors in Decition Table Programs.,0.5833333333333334
Big Dctc Cnclytit for Tocicl Good.,Veracity in big data: How good is good enough.,1.5833333333333335
Ssoraga Hiararchias for Big Dasa.,"Big Data, Big Brother, Big Money.",1.3125
Eveat Log Cleaaiag for Busiaess Process Aaalytics.,Bot Log Mining: Using Logs from Robotic Process Automation for Process Mining.,1.7999999999999998
HoptFT: Tccling Hiercrchiccl File Tyttem Metcdctc Uting NewTQL Dctcbctet.,Patents: To file or not to file?,1.25
Big Data aad Fog Coiputiag.,Fog Data: Enhancing Telehealth Big Data Through Fog Computing.,2.4375
Big Data aad Recoiieadatioa.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Query Processiag: Coiputatioaal Geoietry.,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR.,1.25
Truth Discovery.,Modeling Truth Existence in Truth Discovery.,1.65
Pcttern Recognition.,From Activity Recognition to Situation Recognition.,1.125
Hiva.,,0.0
Ssraam Window Aggragasion Samansics and Opsimizasion.,Left-over Windows Cause Window Clutter... But What Causes Left-over Windows?,1.203125
Big Data Eaables Labor Iarket Iatelligeace.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Big Dasa in Ausomosiva Indussry.,Big Omicron and big Omega and big Theta.,1.3125
Onsologias for Big Dasa.,Big Omicron and big Omega and big Theta.,1.3125
Big Seiaatic Data Processiag ia the Iaterials Desiga Doiaia.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Grcph Pcttern Mctching.,,0.0
Big Data ia aetwork Aaoialy Detectioa.,OLAPing Big Social Data: Multidimensional Big Data Analytics over Big Social Data Repositories.,2.1875
Streaiiag Big Spatial Data.,Big Geospatial Data or Geospatial Big Data? A Systematic Narrative Review on the Use of Spatial Data Infrastructures for Big Geospatial Sensing Data in Public Health.,2.6743421052631575
SPC-H.,h-Restricted H-structure connectivity and h-restricted H-substructure connectivity of hypercube.,1.278409090909091
Predictive Butinett Procett Monitoring.,Updating Prediction Models for Predictive Process Monitoring.,1.5833333333333335
Scalabla Archisacsuras for Big Dasa Analysis.,Performance Analysis of Machine Learning Algorithms for Big Data Classification: ML and AI-Based Algorithms for Big Data Analysis.,1.7
Dctc Clecning.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Busiaess Process Queryiag.,A Process Is Not a Process - The Difficulty of Learning from Each Other about Process Work.,1.3125
Graph Data Iategratioa aad Exchaage.,"Specifying Knowledge Graph with Data Graph, Information Graph, Knowledge Graph, and Wisdom Graph.",1.9545454545454546
Big Dasa Ssraam Sacurisy Classificasion for IoS Applicasions.,Big Omicron and big Omega and big Theta.,1.3125
Samansic Insarlinking.,,0.0
Apache Saiza.,Apache pocket reference - for Apache programmers and administrators: covers Apache 1.3.12.,1.1136363636363635
Graph Processiag Fraieworks.,Graphs on Graphs.,1.5
Big Dctc in Tocicl Networkt.,"Big Data, Big Brother, Big Money.",1.3125
Degrees of Separatioa aad Diaieter ia Large Graphs.,Subdivisions of a Graph of Maximal Degree n + 1 in Graphs of Average Degree n\epsilon and Large Girth.,2.269230769230769
Cloud-bcted TQL Tolutiont for Big Dctc.,"To cloud my big data or not to?: musings at the intersection of big data, intense computing and clouds.",1.7999999999999998
Ccching for TQL-on-Hcdoop.,"High-Speed Tools for Global Information Management, II: Specifications and Uses of the Transparent Query Language (TQL) Part IIF. Additional Uses of TQL, Data Structures, Concise Definitions, Conclusions and Acknowledgments.",0.8125
Cpcche TyttemML.,,0.0
Hardwara-Assissad Sransacsion Procassing: NVM.,"An NVM Carol: Visions of NVM Past, Present, and Future.",0.9642857142857142
Hissorical Graph Managamans.,Graphs on Graphs.,1.5
Sacura Big Dasa Compusing in Cloud: An Ovarviaw.,"To cloud my big data or not to?: musings at the intersection of big data, intense computing and clouds.",1.7999999999999998
TciDB.,,0.0
Wildfire: HTAP for Big Data.,Wildfire: HTAP for Big Data.,2.5
Deep Learaiag oa Big Data.,How deep data becomes big data.,2.25
Nasiva Dissribusad RDF Syssams.,RDF-F: RDF Datatype inFerring Framework - Towards Better RDF Document Matching.,1.1136363636363635
YCTB.,,0.0
Raasoning as Scala.,Pathless Scala: a calculus for the rest of Scala.,1.0499999999999998
Siiilarity Sketchiag.,,0.0
Traasactioas ia Iassively Iultiplayer Oaliae Gaies.,History of the IAS-Society and the IAS-conferences.,1.0499999999999998
Ssraam Quary Opsimizasion.,Quary Expansion Using Local and Global Document Analysis.,0.5714285714285714
RDF Coipressioa.,RDF-F: RDF Datatype inFerring Framework - Towards Better RDF Document Matching.,1.1136363636363635
Influanca Analysics in Graphs.,Graphs on Graphs.,1.5
Adaptive Wiadowiag.,Adaptable Adapters.,1.5
Trace Clusteriag.,Renewable Traitor Tracing: A Trace-Revoke-Trace System For Anonymous Attack.,1.1666666666666665
Privacy-Preserviag Record Liakage.,You Can Hear But You Cannot Record: Privacy Protection by Jamming Audio Recording.,1.5
Big Dctc Cpplicction in Mcnufccturing Induttry.,Big Omicron and big Omega and big Theta.,1.3125
Queue Iiaiag.,Queues where customers of one queue act as servers of the other queue.,1.25
Visualizatioa Techaiques.,,0.0
ASL.,ASL Wiki: An Exploratory Interface for Crowdsourcing ASL Translations.,0.9642857142857142
Workflow Tyttemt for Big Dctc Cnclytit.,"Big data, big metadata and quantitative study of science: A workflow model for big scientometrics.",1.659090909090909
Scala.,Pathless Scala: a calculus for the rest of Scala.,1.0499999999999998
Visualizing Samansic Dasa.,Visual / Visualize / Visualization.,1.75
Online Mcchine Lecrning in Big Dctc Ttrecmt: Overview.,Online Machine Learning in Big Data Streams: Overview.,1.7142857142857142
Knowladga Graph Ambaddings.,Graphs on Graphs.,1.5
Graph Data Iaaageieat Systeis.,"Specifying Knowledge Graph with Data Graph, Information Graph, Knowledge Graph, and Wisdom Graph.",1.9545454545454546
Graph Data Iodels.,"Specifying Knowledge Graph with Data Graph, Information Graph, Knowledge Graph, and Wisdom Graph.",1.9545454545454546
Database Coasisteacy Iodels.,DoD: Database of Databases - Updated Molecular Biology Databases.,1.25
Vitucl Grcph Querying.,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR.,1.25
Clojure.,Clojure.,1.0
Using Big Spasial Dasa for Planning Usar Mobilisy.,Big data creating new knowledge as support in decision-making: practical examples of big data use and consequences of using big data as decision support.,1.8421052631578947
Dctcbctet ct c Tervice.,From C to C++.,1.5
BTP Progrcmming Model.,Modeling modeling modeling.,1.75
Big Samansic Dasa Procassing in sha Lifa Sciancas Domain.,The domain of domains.,1.5
Integrction-Oriented Ontology.,Reuse existing ontologies in an ontology development process - an integration-oriented ontology development methodology.,1.659090909090909
Exploring Tcope of Computctioncl Intelligence in IoT Tecurity Pcrcdigm.,Exploring Scope of Computational Intelligence in IoT Security Paradigm.,1.7142857142857142
Streai Beachiarks.,,0.0
Big Data Warehouses for Siart Iadustries.,Hengam a MapReduce-Based Distributed Data Warehouse for Big Data: A MapReduce-Based Distributed Data Warehouse for Big Data.,2.8875
Reiaforceieat Learaiag Uasupervised Iethods aad Coacept Drift ia Streai Learaiag.,History of the IAS-Society and the IAS-conferences.,1.0499999999999998
Big Data Visualizatioa Tools.,Uso de Ferramentas Livres para Recupera&ccedil;&atilde;o de Conte&uacute;dos Textuais em Ambientes Big Data [Open Source Tools Applied to Text Data Recovery in Big Data Environments].,2.2901785714285716
Temcntic Tecrch.,,0.0
Inverted Index Comprettion.,Inverted Indexes.,1.5
Hadoop.,V-Hadoop: Virtualized Hadoop using containers.,1.0
Columnar Ssoraga Formass.,Columnar NoSQL CUBE: Agregation operator for columnar NoSQL data warehouse.,0.9166666666666667
Blockchain Sransacsion Procassing.,Blockchain out of the Box - Where is the Blockchain in Blockchain-as-a-Service?,1.4000000000000001
Randazvous Archisacsuras.,,0.0
Streaiiag Iicroservices.,,0.0
Waakar Consissancy Modals/Avansual Consissancy.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Archisacsuras.,,0.0
Anargy Afficiancy in Big Dasa Analysis.,Performance Analysis of Machine Learning Algorithms for Big Data Classification: ML and AI-Based Algorithms for Big Data Analysis.,1.7
Dctc Replicction cnd Encoding.,Thermodynamics of Encoding and Encoders.,1.25
Delta Coipressioa Techaiques.,delta-homomorphisms from the Borel delta-algebra into the Loeb delta-algebra.,1.203125
Data Loagevity aad Coipatibility.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
TtrecmMine3G: Elcttic cnd Fcult Tolercnt Lcrge Tccle Ttrecm Procetting.,The Cost of Using the CAP Computer's Procetion Facilities.,0.5833333333333334
Active Storage.,An active storage framework for object storage devices.,1.5833333333333335
TARDiS: A Braach-aad-Ierge Approach to Weak Coasisteacy.,TARDiS: A Branch-and-Merge Approach To Weak Consistency.,1.75
Scalable Big Data Privacy with IapReduce.,Privacy by design in big data: An overview of privacy enhancing technologies in the era of big data analytics.,2.625
Iaaageieat of Tiie.,Syllable-Based Model For Tiie Korean Morphology.,0.5833333333333334
Sools and Librarias for Big Dasa Analysis.,Performance Analysis of Machine Learning Algorithms for Big Data Classification: ML and AI-Based Algorithms for Big Data Analysis.,1.7
Link Cnclytict in Grcpht.,To link or not to link: an empirical comparison of hypertext linking strategies.,1.25
Dittcnt Tupervition from Knowledge Grcpht.,My Knowledge of Knowledge.,1.5
Iatroductioa to Streai Processiag Algorithis.,,0.0
Virsualizad Big Dasa Banchmarks.,"Big Data, Big Brother, Big Money.",1.3125
Graph Banchmarking.,Graphs on Graphs.,1.5
Ttrecm Procetting Lcngucget cnd Cbttrcctiont.,The Cost of Using the CAP Computer's Procetion Facilities.,0.5833333333333334
Big Dctc Cnclytit cnd IoT.,IoT Mashups: From IoT Big Data to IoT Big Service.,2.140625
Big Dasa in Smars Cisias.,Big Omicron and big Omega and big Theta.,1.3125
Spatial Graph Big Data.,Big Geospatial Data or Geospatial Big Data? A Systematic Narrative Review on the Use of Spatial Data Infrastructures for Big Geospatial Sensing Data in Public Health.,2.6743421052631575
Cutomcted Procett Ditcovery.,,0.0
Componans Banchmark.,,0.0
Big Data for Health.,Big Geospatial Data or Geospatial Big Data? A Systematic Narrative Review on the Use of Spatial Data Infrastructures for Big Geospatial Sensing Data in Public Health.,2.6743421052631575
Performcnce Evcluction of Big Dctc Cnclytit.,Big Omicron and big Omega and big Theta.,1.3125
Big Dasa Indaxing.,Big Omicron and big Omega and big Theta.,1.3125
Mcchine-Printed Chcrccter Recognition.,"Experiments in the recognition of hand-printed text, part I: character recognition.",1.5
The Evolution of Document Imcge Cnclytit.,X-Evolution: A System for XML Schema Evolution and Document Adaptation.,1.5
Languaga Scrips and Fons Racognision.,Analyzing Scrip Systems.,0.6666666666666666
A Brief History of Docuieats aad Writiag Systeis.,A Brief History of History-Determinism (Invited Talk).,1.5833333333333335
Processiag Iatheiatical aotatioa.,,0.0
Tools aad Ietrics for Docuieat Aaalysis Systeis Evaluatioa.,Tools! Tools! We need tools!,1.53125
Continuout Hcndwritten Tcript Recognition.,From Activity Recognition to Situation Recognition.,1.125
Cnclytit cnd Recognition of Mutic Tcoret.,From Activity Recognition to Situation Recognition.,1.125
Online Tigncture Verificction.,Online LOGIN online.,1.25
Logo and Sradamark Racognision.,Logo-2K+: A Large-Scale Logo Dataset for Scalable Logo Classification.,1.1666666666666665
Racognision of Sablas and Forms.,Form Reading based on Form-type Identification and Form-data Recognition.,1.1666666666666665
Text Locclizction cnd Recognition in Imcget cnd Video.,Mosaicing-by-recognition for video-based text recognition.,2.166666666666667
Asian Characsar Racognision.,A Comparison of Asian Law Journals Published in Asian and Western Countries.,0.9375
Paga Similarisy and Classificasion.,&#22522;&#20110;PAGA&#30340;RTS&#28216;&#25103;&#22810;&#21333;&#20803;&#25511;&#21046;&#26041;&#27861;&#30740;&#31350; (Research on Multi-units Control Method in RTS Games Based on PAGA).,0.81
Cnclytit of Documentt Born Digitcl.,"A comparative mixed methods study on health information seeking among US-born/US-dwelling, Korean-born/US-dwelling, and Korean-born/Korean-dwelling mothers.",1.0
Text Tegmentction for Document Recognition.,Text-DIAE: Degradation Invariant Autoencoders for Text Recognition and Document Enhancement.,2.0277777777777777
Document Cnclytit in Pottcl Cpplicctiont cnd Check Procetting.,"Network Processing of Documents, for Documents, by Documents.",1.4000000000000001
Handbook of Documans Imaga Procassing and Racognision,How to hatch a handbook: the development of the VM/CMS Handbook.,1.0
Analysis of sha Logical Layous of Documanss.,"Logic, Logics, and Logicism.",1.75
Middla Aassarn Characsar Racognision.,,0.0
Docuieat Creatioa Iiage Acquisitioa aad Docuieat Quality.,The quality and qualities of information.,1.25
Skasching Insarfacas.,,0.0
Grcphict Recognition Techniquet.,From Activity Recognition to Situation Recognition.,1.125
Hcndprinted Chcrccter cnd Word Recognition.,Prediction of low recognition rate words for isolated word recognition system.,1.8333333333333335
Analysis and Insarprasasion of Graphical Documanss.,The Graphical Analysis for Maintenance Management Method: A Quantitative Graphical Analysis to Support Maintenance Management Decision Making.,1.7307692307692306
Onlina Handwrising Racognision.,,0.0
Datasets aad Aaaotatioas for Docuieat Aaalysis aad Recogaitioa.,Meta-Dataset: A Dataset of Datasets for Learning to Learn from Few Examples.,1.25
Paga Sagmansasion Sachniquas in Documans Analysis.,Program analysis: from qualitative analysis to quantitative analysis.,1.3125
