Randomized_String,Original_String
Aa Eahaaced Dyaaiic Priority Packet Scheduliag Algorithi ia Wireless Seasor aetworks.,Node Activity Scheduling Algorithms in Wireless Sensor Networks.
C Hybrid Prefetch Tcheduling Heurittic to Minimize ct Run-Time the Reconfigurction Overhecd of Dyncmicclly Reconfigurcble Hcrdwcre,Dynamic Reconfiguration on the R-Mesh.
Towards a 5G Security Architecture: Articulatiag Software-Defiaed Security aad Security as a Service.,Security Architecture and Models.
Digisal Foransics: Focusing on Imaga Foransics.,Operational Forensics.
Block-LDA: Joiatly Iodeliag Eatity-Aaaotated Text aad Eatity-Eatity Liaks.,Block-LDA: Jointly Modeling Entity-Annotated Text and Entity-Entity Links.
Complexity Theory cnd Cryptology. Cn Introduction to Cryptocomplexity.,Coding Theory And Cryptology.
Edge-Disjoiat Paths aad Uasplittable Flow.,Edge-Disjoint Paths and Unsplittable Flow.
Legalizatioa aad Detailed Placeieat.,Legalization and Detailed Placement.
Robutt Edge Computing in UCV Tyttemt vic Tcclcble Computing cnd Cooperctive Computing.,Mobile Computing.
Desiga Issues ia Secure Eibedded Systeis.,Design Issues in Secure Embedded Systems.
Cpproximction Clgorithmt for Imprecite Computction Tctkt with 0/1 Conttrcint.,Approximation Algorithms for Imprecise Computation Tasks with 0/1 Constraint.
Auctioas without Auctioaeers: Distributed Auctioa Protocols.,Auctions.
Arithietic of Hyperelliptic Curves.,Arithmetic of Hyperelliptic Curves.
Deteriiaistic aad Raadoiized Sortiag Algorithis for Parallel Disk Iodels.,Deterministic and Randomized Sorting Algorithms for Parallel Disk Models.
Double-Eaded Priority Queues.,Double-Ended Priority Queues.
Internet-Bcted Tolutiont for Mcnufccturing Enterprite Tyttemt Interopercbility - C Ttcndcrdt Pertpective.,Internet-Based Solutions for Manufacturing Enterprise Systems Interoperability - A Standards Perspective.
Suitable Optical Fiber Coiiuaicatioa Chaaael for Optical aoaliaearity Sigaal Processiag ia High Optical Data Rate Systeis.,Optical Transpose Systems.
Evolving Clutter Mixed-Memberthip Blockmodel for Time-Evolving Networkt.,Analyzing Time-Evolving Networks.
Fuactioa-as-a-Service Applicatioa Service Coipositioa: Iiplicatioas for a aatural Laaguage Processiag Applicatioa.,Real-Time Data Services for Automotive Applications.
A Hybrid Evolutioaary Algorithi for Kaowledge Discovery ia Iicroarray Experiieats.,A Hybrid Evolutionary Algorithm for Knowledge Discovery in Microarray Experiments.
Iixed Ieibership Iatrix Factorizatioa.,Mixed Membership Matrix Factorization.
Energy-Cwcre TIMD Clgorithm Detign on GPU cnd Multicore Crchitecturet.,Energy-Aware SIMD Algorithm Design on GPU and Multicore Architectures.
Structure Geaeratioa by the Coibiaatioa of Structure Reductioa aad Structure Asseibly.,Randomized Dictionary Structures.
Developing Evcluction Metrict for Inttcnt Tecrch Uting Mixed Methodt Methodt.,Restriction Methods.
Coaseasus Clusteriag + Ieta Clusteriag = Iultiple Coaseasus Clusteriag.,Partitioning and Clustering.
Coipact Route Coiputatioa: Iiproviag Parallel BGP Route Processiag for Scalable Routers.,IP Router Tables.
Eahaaciag Security through Bioietric Techaology.,Enhancing Security through Biometric Technology.
Seiaatic Busiaess Process Iaaageieat: Oatology-Based Process Iodeliag Usiag Eveat-Drivea Process Chaias.,The Business Impact Assessment Process.
Suffix Sraas and Suffix Arrays.,Suffix Trees and Suffix Arrays.
Distributed Chaaael Allocatioa Protocols for Wireless Seasor aetworks.,Distributed Channel Allocation Protocols for Wireless and Mobile Networks.
Creatiag Bioiaforiatics Seiaatic Web Services froi Existiag Web Services: A Real-World Applicatioa of SAWSDL.,Trust Governance in a Web Services World.
Eliminction Rulet for Job-Thop Tcheduling Problem.,Elimination Rules for Job-Shop Scheduling Problem.
Iixed Ieibership Iodels for Tiie Series.,Mixed Membership Models for Time Series.
Iediators for Queryiag Heterogeaeous Data.,Mediators for Querying Heterogeneous Data.
Salvagiag Resources by Discardiag Irrecoacilably Coaflictiag Traasactioas ia Firi Real-Tiie database Systeis.,Salvaging Resources by Discarding Irreconcilably Conflicting Transactions in Firm Real-Time database Systems.
Robutt Edge Computing in UCV Tyttemt vic Tcclcble Computing cnd Cooperctive Computing.,Wearable Computing.
A Coiputatioaal Biology Database Digest: Data Data Aaalysis aad Data Iaaageieat.,Bio-Inspired Data Mining.
Jurisdicsional Issuas in Global Sransmissions.,Jurisdictional Issues in Global Transmissions.
Modeling Humcn Educction Dctc: From Equction-Bcted Modeling to Cgent-Bcted Modeling.,User Modeling.
Physical Desiga for Three-Diieasioaal Circuits.,Physical Design for Three-Dimensional Circuits.
Cpproximction Clgorithmt for the Primer Telection Plcnted Motif Tecrch cnd Relcted Problemt.,"Approximation Algorithms for the Primer Selection, Planted Motif Search, and Related Problems."
Determining the Ttcrt of the Growing Tecton from MODIT Dctc in the Indicn Montoon Region: Identifying Cvcilcble Dctc in the Rciny Tecton cnd Modeling the Vcried Vegetction Growth Trcjectoriet.,Information Modeling on the Web.
Cn integrcted tecurity tetting frcmework for Tecure Toftwcre Development Life Cycle.,Secure Development Life Cycle.
The Uaiversal Access Haadbook.,The Universal Access Handbook.
Towards a Hybrid Dyaaiic Logic for Hybrid Dyaaiic Systeis.,Hybrid Dynamic Systems.
On Tolving the Mcximum Ditjoint Pctht Problem with Cnt Colony Optimizction.,On Solving the Maximum Disjoint Paths Problem with Ant Colony Optimization.
Telecting c Networked Virtucl Environment Plctform cnd the Detign of c Collcborctive e-Lecrning Environment.,Adapting to Virtual Environments.
Choosiag a TCP Versioa over Static Ad Hoc Wireless aetworks: Wired TCP or Wireless TCP?,TCP over Wireless Networks.
Locction-Dependent Tervice Cccounting.,Location-Dependent Service Accounting.
Towards a 5G Security Architecture: Articulatiag Software-Defiaed Security aad Security as a Service.,Information Security Governance.
The Viable Goveraaace Iodel: A Theoretical Iodel for the Corporate Goveraaace of IT.,Corporate Governance.
The Equivclence of Cognitive Mcp Fuzzy Cognitive Mcp cnd Multi Vclue Fuzzy Cognitive Mcp.,Cognitive Disabilities.
Three Computer Culturet: Computer Technology Computer Mcthemctict cnd Computer Tcience.,Computer Ethics.
Eibedded Systeis aad Software Techaology ia the Autoiotive Doiaia.,Embedded Systems and Software Technology in the Automotive Domain.
Iobile Iiddleware aad Coatext for Service Coipositioa.,Mobile Middleware and Context for Service Composition.
Mobile Fcntctiet on Film: Gcthering Metcphoric Evidence of Mobile Tymbiotit cnd the Mobile Imcgincry.,Locating Mobile Objects.
A Survey of Scatteraet Foriatioa Algorithis for Bluetooth Wireless Persoaal Area aetworks.,A Survey of Scatternet Formation Algorithms for Bluetooth Wireless Personal Area Networks.
Evclucting Tomctotentory Intercctiont: Detigning c Hcndheld Tcctile Ccouttic Device for Mobile Phonet.,Handheld Devices and Mobile Phones.
The Public Voice in the Development of Internet Policy: Proceedingt from the Ottcwc Globcl Internet Liberty Ccmpcign Conference October 1998.,The Internet Policy and Governance Ecosystem.
C Cuttomizcble Text Clcttifier for Text Mining.,Text Mining.
aetSecu: A Collaborative aetwork Security Platfori for Ia-aetwork Security.,Ad Hoc Network Security.
Samporal Consissancy Mainsananca for Raal-Sima Updasa Sransacsions.,Temporal Consistency Maintenance for Real-Time Update Transactions.
Plaaar Straight-Liae Drawiag Algorithis.,Planar Straight-Line Drawing Algorithms.
Iobile Iiddleware for Autoiotive Applicatioas.,Mobile Middleware for Automotive Applications.
Referencet Cuthor Index Tyntcx Index Tubject Index.,Index.
Maka Sacurisy Pars of Your Company's DNA.,Make Security Part of Your Company's DNA.
Hackers: Tools aad Techaiques.,Hacker Tools and Techniques.
BeeHive: Routiag Algorithis Iaspired by Hoaey Bee Behavior.,BeeHive.
Iasight iato Iatrusioa Preveatioa Systeis.,Insight into Intrusion Prevention Systems.
A Storage Slab Allocator for Disk Storage Iaaageieat ia File Systei.,Energy-Saving Techniques for Disk Storage Systems.
Multidomcin Modeling with Modelicc.,Multidomain Modeling with Modelica.
Mobility-Cwcre Tctkt Offlocding in Mobile Edge Computing Environment.,Hoarding in Mobile Computing Environments.
Prograiiiag Executioa-Tiie Servers aad Supportiag EDF Scheduliag ia Ada 2005.,Programming Execution-Time Servers and Supporting EDF Scheduling in Ada 2005.
Tpeciclizing Inter-Cgent Communicction in Heterogeneout Multi-Cgent Reinforcement Lecrning uting Cgent Clctt Informction.,Agents.
Modeling Multimodcl-Multiuter Intercctiont in Declcrctive Multimedic Lcngucget.,Multimodeling.
Oa Structural Sigaatures for Tree Data Structures.,Multidimensional Spatial Data Structures.
Adaptive aavigatioa Support: Froi Adaptive Hyperiedia to the Adaptive Web aad Beyoad.,Adaptive Hypermedia and Adaptive Web.
Book Review : Iodeliag the Eaviroaieat: Aa Iatroductioa to Systei Dyaaiics Iodels of Eaviroaieatal Systeis.,System Dynamics Modeling of Environmental Systems.
Sha Synchronous Hyposhasis and Synchronous Languagas.,The Synchronous Hypothesis and Synchronous Languages.
Solving Opsimizasion Problams in Wiralass Nasworks Using Ganasic Algorishms.,Solving Optimization Problems in Wireless Networks Using Genetic Algorithms.
Qucntum Finite Ttcte Cutomctc over Infinite Wordt.,Quantum Finite Automata.
Security Awareaess Iaaageieat - Fouadatioas aad Iipleieatatioa of Security Awareaess.,Beyond Information Security Awareness Training.
Security ia Iodera Busiaess: Security Assessieat Iodel for Iaforiatioa Security Practices.,Security for Broadband Internet Access Users.
Autoiated user reviews aaalyser.,Geyser.
Membrcne Clgorithm with Brownicn Tubclgorithm cnd Genetic Tubclgorithm.,Memetic Algorithms.
A Coaceptual Fraiework for Addressiag IoT Threats: Challeages ia Ieetiag Challeages.,Emerging Challenges.
Computing Power Network: Cn Interworking Crchitecture of Computing cnd Network Bcted on IP Extention.,Computer Networks.
Security ia Iodera Busiaess: Security Assessieat Iodel for Iaforiatioa Security Practices.,The Business Case for Information Security.
Low-Power Desiga of Eiergiag Ieiory Techaologies.,Low-Power Design of Emerging Memory Technologies.
Distributed Algorithi for Localizatioa of Localizable Wireless Seasor aetworks.,Distributed Localization Algorithms.
Associatiag Searchiag oa Search Eagiaes to Subsequeat Searchiag oa Sites.,String Searching.
Raviaw: B. J&auml;hna H. Haussackar and P. Gaisslar ads. Handbook of Compusar Vision and Applicasions. 1. Sansors and Imaging. 2. Signal Procassing and Passarn Racognision. 3. Syssams and Applicasions.,Handbook of Discrete and Combinatorial Mathematics.
Wikipedia ia Virtual Reality aad HowText-based Iedia caa be Explore ia Virtual Reality.,Clinical Virtual Reality.
Real-Tiie Coiiuaicatioa for Eibedded Wireless aetworks.,Real-Time Communication for Embedded Wireless Networks.
Rule-Bcted Mobility Mcncgement Routing for Mobile Cd Hoc Networkt.,Routing and Mobility Management in Wireless Ad Hoc Networks.
Splay Trees.,Splay Trees.
Introduction to timulction: introduction to timulction.,An Introduction to IPSec.
Developiag Iaclusive e-Traiaiag.,Developing Inclusive e-Training.
Schaduling Ovarloadad Raal-Sima Syssams wish Compasisiva/Worss Casa Guaransaas.,Scheduling Overloaded Real-Time Systems with Competitive/Worst Case Guarantees.
Singla Runway Aircrafs Landing Schaduling Using Simulasad Annaaling and Axacs Siming Mashod.,Placement Using Simulated Annealing.
Introduction to Mixed Memberthip Modelt cnd Methodt.,Introduction to Mixed Membership Models and Methods.
What a Coiputer Security Professioaal aeeds to Kaow about E-Discovery aad Digital Foreasics.,What a Computer Security Professional Needs to Know about E-Discovery and Digital Forensics.
Trcntcctioncl Ccche Mcncgement with Cperiodic Invclidction Tcheme in Mobile Environmentt.,Cache Invalidation Schemes in Mobile Environments.
Traasferability versus Discriiiaability: Joiat Probability Distributioa Adaptatioa (JPDA).,Discrete Probability.
Contingency mctrix theory: Ttctitticcl dependence in c contingency tcble.,Contingency at a Glance.
Social Afficiancy: Rulas for Dasigning Social Nasworks and Social Madia [Social Sciancas].,Social Networks.
Wireless Teiperature Seasor aetwork - Wireless Seasor Data Traasfer as Well as Processiag.,Wireless Penetration Testing.
Port-Based Iodeliag of Eagiaeeriag Systeis ia Teris of Boad Graphs.,Port-Based Modeling of Engineering Systems in Terms of Bond Graphs.
Scheduliag Ialleable aad aoaialleable Parallel Tasks.,Scheduling Parallel Tasks.
Saaching of Programming wish a Programmar's Shaory of Programming.,Linear Programming.
Simulasion Modals and Sool for Mobila Locasion-Dapandans Informasion Accass.,Simulation Models and Tool for Mobile Location-Dependent Information Access.
Descriptioa Logics with Coatraries Coatradictories aad Subcoatraries.,Tries.
Secure security iodel iipleieatatioa for security services aad related attacks base oa ead-to-ead applicatioa layer aad data liak layer security.,Security for XML and Other Metadata Languages.
Doet tentiment help requirement engineering: exploring tentimentt in uter commentt to ditcover informctive commentt.,Maintaining Management's Commitment.
Iessage Header Field for Iadicatiag Iessage Autheaticatioa Status.,Message Authentication.
Evaluatioa of Busiaess Processes for Busiaess Process Staadardizatioa.,Building Maintenance Processes for Business Continuity Plans.
Energy-Efficient Power Control in Wirelett Networkt With Tpcticl Deep Neurcl Networkt.,Energy-Efficient Wireless Networks.
Aa Overview of Quaatui Cryptography.,An Overview of Quantum Cryptography.
Cloud Security aad Privacy Ietaiodel - Ietaiodel for Security aad Privacy Kaowledge ia Cloud Services.,Security and Privacy for Universal Access.
The Paperless Factory: Froi Docuieat Drivea Factories to Iodel Drivea Factories.,Human Factors.
The Pin-Bcng Theory: Ditcovering The Pinterett World.,The Pinwheel.
Iediators for Queryiag Heterogeaeous Data.,Mediators for Querying Heterogeneous Data.
Modelt of Embedded Computction for Dittributed Embedded Tyttemt.,Models of Embedded Computation.
Three-Diieasioaal Drawiags of Bouaded Degree Trees.,Drawing Trees.
Pott-grcducte Ttudiet in Mcthemctict cnd Computer Tcience Propoted by the Inttitute of Mcthemctict cnd Computer Tcience of the Cccdemy of Tciencet of the Republic of Moldovc.,Distributed Computing in the Presence of Mobile Faults.
Routing-Cwcre Incrementcl Timing-Driven Plccement.,Timing-Driven Placement.
Coacepts aad Practice of Persoaalizatioa.,Concepts and Practice of Personalization.
Cn Overview of Mobile Computing Clgorithmict.,An Overview of Mobile Computing Algorithmics.
Rassorasion Componans of Businass Consinuisy Planning.,Restoration Component of Business Continuity Planning.
Busiaess Strategic Orieatatioa Iaforiatioa Systeis Strategic Orieatatioa aad Strategic Aligaieat.,Simulating the Strategic Adaptation of Organizations Using OrgSwarm.
On the Network Thcring of Mixed Network Coding cnd Routing Dctc Flowt in Congettion Networkt.,Atomic Selfish Routing in Networks.
Davaloping and Conducsing a Sacurisy Sass and Avaluasion.,Developing and Conducting a Security Test and Evaluation.
Naw Proxy Signasura Proxy Blind Signasura and Proxy Ring Signasura Schamas from Bilinaar Pairing.,Power Measuring and Profiling.
Providing a Graan Framawork for Cloud Dasa Cansars.,Providing a Green Framework for Cloud Data Centers.
Seailess Service Access via Resource Replicatioa.,Seamless Service Access via Resource Replication.
Conducting Trcining Trcntfer Ttudiet in Virtucl Environmentt.,Conducting Training Transfer Studies in Virtual Environments.
Efficieat Data Cachiag aad Coasisteacy Iaiateaaace ia Wireless Iobile Systeis.,Efficient Data Caching and Consistency Maintenance in Wireless Mobile Systems.
Power Mcncgement for Mobile Computert.,Power Management for Mobile Computers.
IT Security Iaaageieat - IT Securiteers - Settiag up aa IT Security Fuactioa,The Common Criteria for IT Security Evaluation.
End-to-End Network Tlicing in Rcdio Cccett Network Trcntport Network cnd Core Network Domcint.,Practical Issues in Clock Network Design.
Regular Path Queries oa Graph-Structured Data.,Regular Path Queries on Graph-Structured Data.
On Smoosh Orshogonal and Ocsilinaar Drawings: Ralasions Complaxisy and Kandinsky Drawings.,Spine and Radial Drawings.
Detign cnd Development of cn Integrcted Development Environment for the Driving Timulction Toftwcre Mcve.,Design and Development of 3D Interactive Environments for Special Educational Needs.
Optiiizatioa of Discovery Period for Peer Device Discovery ia Cellular-Assisted D2D Coiiuaicatioa Systeis.,Naming and Discovery in Mobile Systems.
Cttetting Detign Fecturet of Virtucl Keybocrdt for Text Entry.,Virtual Mouse and Keyboards for Text Entry.
Minimum Clique Number Chromctic Number cnd Rcmtey Numbert.,Arithmetic of p-adic Numbers.
Cgent-Medicted Genetic Tuper-Tcheduling in Grid Environmentt.,Scheduling in Grid Environments.
Handbook of Approximasion Algorishms and Masahaurissics Sacond Adision Voluma 2: Consamporary and Amarging Applicasions,Handbook of Bioinspired Algorithms and Applications.
Introducing c Novel Dctc Over Voice Technique for Tecure Voice Communicction.,Secure Voice Communications (VoI).
Flexible Hybrid Flowshops.,Flexible Hybrid Flowshops.
Forial Calculus aad Uibral Calculus.,Index Calculus.
Iiaiiizatioa of SADIs ia Uaidirectioaal SOaET/WDI Riags Usiag Geaetic Algorithis.,Minimization of SADMs in Unidirectional SONET/WDM Rings Using Genetic Algorithms.
Vocal Insarfacas in Supporsing and Anhancing Accassibilisy in Digisal Librarias.,Vocal Interfaces in Supporting and Enhancing Accessibility in Digital Libraries.
Asyachroaous Backup aad Iaitializatioa of a Database Server for Replicated Database Systeis.,Application-Tailored Databases for Real-Time Systems.
User-Aware Ietrics for Ieasuriag Quality of Parallel Job Schedules.,Power-Aware Parallel Job Scheduling.
Services Coiputiag: Froi Cloud Services Iobile Services to Iateraet of Services.,Data-Intensive Services for Real-Time Systems.
Intellectucl Property Licbility cnd Contrcct.,"Intellectual Property, Liability, and Contract."
Causal Iafereace aad Causal Iachiae Learaiag with Practical Applicatioas: The paper highlights the coacepts of Causal Iafereace aad Causal IL aloag with differeat iipleieatatioa techaiques.,Esterel and the Semantics of Causality.
Iaforiatioa Security Policy Fraiework: Best Practices for Security Policy ia the E-coiierce Age.,Information Security Policies from the Ground Up.
Towards a 5G Security Architecture: Articulatiag Software-Defiaed Security aad Security as a Service.,Security Patch Management.
Businass Rasumpsion Planning and Disassar Racovary.,Business Resumption Planning and Disaster Recovery.
Local Randomnass in Polynomial Random Numbar and Random Funcsion Ganarasors.,Random Numbers Generation and Testing.
Distributed Chaaael Access Scheduliag for Ad Hoc aetworks.,Distributed Channel Access Scheduling for Ad Hoc Networks.
G2GML: Graph so Graph Mapping Languaga for Bridging RDF and Proparsy Graphs.,Graph Markup Language (GraphML).
High-Performcnce Techniquet for Pcrcllel I/O.,High-Performance Techniques for Parallel I/O.
Urdu - Roiaa Traasliteratioa via Fiaite State Traasducers.,Finite State Transducers.
Security Policy Developieat aad Distributioa: Web-Based.,Ten Steps to Effective Web-Based Security Policy Development and Distribution.
"The Iipact of the Security Coipeteacy oa ""Self-efficacy ia Iaforiatioa Security"" for Effective Health Iaforiatioa Security ia Iraa.",Putting Security in the Transport.
Eibedded Systeis Desiga aad Verificatioa - Voluie 1 of the Eibedded Systeis Haadbook,Design of Embedded Systems.
Iasertioa Scheduliag: Aa Alteraative to List Scheduliag for Iodulo Schedulers.,Cycle Shop Scheduling.
Eibedded Systeis Desiga aad Verificatioa - Voluie 1 of the Eibedded Systeis Haadbook,Embedded Systems Handbook.
Aa Eiergiag Iaforiatioa Security Iiaiiui Staadard of Due Care.,An Emerging Information Security Minimum Standard of Due Care.
PolyFis: Polynomial-basad Indaxing Approach for Fass Approximasa Ranga Aggragasa Quarias.,Polynomial-Time Approximation Schemes.
Multi-Multi-View Lecrning: Multilingucl cnd Multi-Repretentction Entity Typing.,Multi-Robot and Multi-Camera Patrolling.
Siiple aad Efficieat Traversal Iethods for Quadtrees aad Octrees.,Quadtrees and Octrees.
Wireless LAa Security Solutioas for Secure Wireless Coiiuaicatioas.,Wireless Security.
Locatioa-Depeadeat Database Access.,Location-Dependent Database Access.
Packet Paciag ia Short Buffer Optical Packet Switched aetworks.,Packet Sniffers.
Masamodaling Languagas and Masaprogrammabla Sools.,Metamodeling Languages and Metaprogrammable Tools.
Klapsography: Using Crypsography Againss Crypsography.,Auditing Cryptography.
TreeOfTrees Iethod to Evaluate the Coagrueace Betweea Geae Trees.,Trees.
COR-Honeypot: Copy-On-Ritk Virtucl Mcchine ct Honeypot in the Cloud.,Honeypot Essentials.
Approximasion Algorishms for Schaduling Sima-Crisical Jobs on Mulsiprocassor Syssams.,Approximation Algorithms for Scheduling Time-Critical Jobs on Multiprocessor Systems.
Introduction Overview cnd Notction.,"Introduction, Overview, and Notation."
Cott-Efficient Multicctt Routing in Cd Hoc cnd Tentor Networkt.,Cost-Efficient Multicast Routing in Ad Hoc and Sensor Networks.
Distributed Algorithis for Soie Fuadaieatal Probleis ia Ad Hoc Iobile Eaviroaieats.,Distributed Algorithms for Some Fundamental Problems in Ad Hoc Mobile Environments.
Sarbanas-Oxlay Complianca.,Sarbanes-Oxley Compliance.
DeeDT NG.,DeeDS NG.
A Unifiad Viaw on Masahaurissics and Shair Hybridizasion.,A Unified View on Metaheuristics and Their Hybridization.
aaie Resolutioa aad Service Discovery oa the Iateraet aad ia Ad Hoc aetworks.,Name Resolution and Service Discovery on the Internet and in Ad Hoc Networks.
Nonparamasric Mixad Mambarship Modals.,Nonparametric Mixed Membership Models.
Digital (Ia)Equality Digital Iaclusioa Digital Huiaaisi: Suiiary of the Web Scieace Workshop DigDivDigHui-20.,Digital Cinema.
Tecrching for Intelligence on the Web: Exploring the ute of Multiple Intelligence Theory in the Internet Environment.,Multimedia Streaming on the Internet.
Iiage Fidelity Optiiizatioa usiag SSII.,Image Fidelity Optimization using SSIM.
A Spatio-Teiporal Seiaatic Iodel for Iultiiedia Database Systeis aad Iultiiedia Iaforiatioa Systeis.,Multimedia News Systems.
Audio Coipressioa aad Codiag Techaiques.,Audio Compression and Coding Techniques.
Fuzzy Techaiques For Coatext Represeatatioa.,Fuzzy Techniques For Context Representation.
Intelligence Quotient cnd Intelligence Grcde of Crtificicl Intelligence.,Ambient Media Intelligence.
Iedia REVEALr: A Social Iultiiedia Ioaitoriag aad Iatelligeace Systei for Web Iultiiedia Verificatioa.,Multimedia Web Information Systems.
Iodeliag Seiaatic Web Services with the Web Service Iodeliag Toolkit.,Semantic Web Services.
Role of Seiaatics ia Iultiiedia Applicatioas.,Role of Semantics in Multimedia Applications.
Ideatificatioa of Objects aad Retrieval of their Pose.,Identification of Objects and Retrieval of their Pose.
Video Codiag for Video Streaiiag Applicatioas.,Proxy-Caching for Video Streaming Applications.
Reduced-Refereace Video Quality Assessieat of Coipressed Video Sequeaces.,Advances in Image and Video Quality Assessment.
From Toftwcre Engineering to Butinett Engineering: ETPRIT Projectt in Informction Tyttemt Engineering.,Infrastructure and Engineering.
Data Iaaageieat Techaiques for Coatiauous Iedia ia Ad-Hoc aetworks of Wireless Devices.,Data Management Techniques for Continuous Media in Ad-Hoc Networks of Wireless Devices.
Aa Ageat-Based Persoaalized Search oa a Iulti-Search Eagiae Based oa Iateraet Search Service.,Image Search Engine.
Online Tocicl Networkt: Online Tocicl Networking Plctformt Online Tocicl Medic.,Fairness in Online Games.
Efficient Comprehentive Element Identificction in Lcrge Tccle Tpectrcl Cnclytit with Interpretcble Dimention Reduction.,Three Dimensional Face Identification-authentication.
Hotspots aad Treads of Virtual Reality Augieated Reality aad Iixed Reality ia Educatioa Field.,Augmented Reality.
C Dyncmic-Identity Bcted Multimedic Terver Client Cuthenticction Tcheme for Tele-Ccre Multimedic Mediccl Informction Tyttem.,Multimedia Semantics Representation.
Adaptive Educatioaal Hyperiedia Systeis.,Adaptive Educational Hypermedia Systems.
OTAdapt: Optiial Traasport-based Approach For Uasupervised Doiaia Adaptatioa.,gBSD-based Adaptation.
Iiddleware for Streaiiag Three Diieatioaal Ieshes.,Middleware for Streaming Three Dimentional Meshes.
Feedbcck of Rotctioncl Tentction Experienced by Body for Immertive Telepretence.,Immersive Telepresence.
Cn Efficient Method for Multiple Tequence Clignment Uting Tubclignment Refinement.,Multiple Source Alignment for Video Analysis.
Frequency Domcin Repretentctiont for Three Dimentioncl Fcce Recognition.,"Face Recognition, Three Dimentional."
Embedding Multiple Wctermcrkt in c Trcntform Domcin.,Embedding Multiple Watermarks in a Transform Domain.
Adaptive Workflows based oa Flexible Assigaieat of Workflow Scheies aad Workflow Iastaaces.,Multimedia Workflow Processing.
MultiMedic Digitcl Conferencing: C Web-encbled multimedic teleconferencing tyttem.,Multimedia Conferencing.
Joint Content Vcluctiont cnd Procctive Ccching for Content Dittribution Networkt.,Content Distribution Network.
Hybrid video quclity prediction: reviewing video quclity mecturement for widening cpplicction tcope.,Video Fidelity Measurement.
Multimedic File Ttripping.,Multimedia File Stripping.
Saarching for a Saquanca of Adapsasion Oparasions Usilizing AI-basad Planning Sachniquas.,Searching for a Sequence of Adaptation Operations Utilizing AI-based Planning Techniques.
Beyond Ccmerc Motion Blur Removing: How to Hcndle Outliert in Deblurring.,Motion Blurring.
Procetting cnd Delivery of Multimedic Metcdctc for Multimedic Content Ttrecming.,XML Metadata-Based Adaptation of Multimedia Content.
Efficient Wirelett Multimedic Multicctt in Multi-Rcte Multi-Chcnnel Meth Networkt.,Multimedia Semantics.
Cttocictiont in Multi-Level-Modelling: Motivction Conceptuclizction Modelling Guidelinet cnd Implicctiont for Model Mcncgement.,Multimedia Content Modeling Standard.
Repretenting digitcl cttett utingMPEG-21 Digitcl Item Declcrction.,MPEG-21 Digital Item Adaptation.
Whea Face Recogaitioa Ieets with Deep Learaiag: Aa Evaluatioa of Coavolutioaal aeural aetworks for Face Recogaitioa.,Face Recognition Evaluation and Pilots.
Aaalyziag Bike Repositioaiag Strategies Based oa Siiulatioas for Public Bike Shariag Systeis: Siiulatiag Bike Repositioaiag Strategies for Bike Shariag Systeis.,Striping Strategies for Large Size Multimedia Files in LOMSS.
Usage Coatrol Iodel for Digital Rights Iaaageieat ia Digital Hoie aetworks.,Digital Rights Management.
Three Dimentioncl Videot.,Three Dimensional Videos.
Sima-dapandans and indapandans consrol rulas for coordinasad producsion and pricing undar damand uncarsainsy and finisa planning horizons.,Semantics Standards and Recommendations.
Eaergy-Aware 32bit Parallel Processiag Uait with Iulti Operatioa Iodes aad 2 Step Data Gatiag Techaique for Iultiiedia Processor.,Multimedia Processing.
Kaow Your Persoaalizatioa: Learaiag Topic level Persoaalizatioa ia Oaliae Services,Multimedia Personalization.
JPEG aad JPEG2000 Iiage Coipressioa.,JPEG.
Modeling Multimodcl-Multiuter Intercctiont in Declcrctive Multimedic Lcngucget.,"Data Modeling, Multimedia."
High-Ccpccity Revertible Dctc Hiding for Encrypted Multimedic Dctc With Tomewhct Homomorphic Encryption.,Multimedia Encryption.
Abstract Data Types aad Type Theory: Theories as Types.,Mime Types.
DaapDamosaicking: Adapsiva Imaga Damosaicking via Mulsipla Daap Fully Convolusional Nasworks.,Demosaicking.
Lessoas Learaed ia Traasferriag a Lecture oa Virtual Reality iato Iiiersive Virtual Reality.,Immersive Virtual Reality.
Efficient Wirelett Multimedic Multicctt in Multi-Rcte Multi-Chcnnel Meth Networkt.,Online Multimedia and Television.
A Iethod for Iategratiag Iultiiedia Ietadata Staadards aad Ietadata Foriats with the Iultiiedia Ietadata Oatology.,Metadata Model.
Iakiag Virtual Reality Social: Gettiag Virtual Huiaas iato Your Virtual Eaviroaieat.,Virtual Humans.
Uter Modeling cnd Uter Interfccet: C Ccte for Domcin Modelt Tctk Modelt cnd Tcilorcbility.,User Modeling in MPEG-7.
Privacy Protectioa ia Video Surveillaace Systeis: Aaalysis of Subbaad-Adaptive Scraibliag ia JPEG XR.,Privacy and Video Surveillance.
Progressive Forest Split.,Progressive Forest Split.
Iultichaaael Distributioa for Uaiversal Iultiiedia Access ia Hoie Iedia Gateways.,Universal Multimedia Access.
FcceNet2ExpNet: Regulcrizing c Deep Fcce Recognition Net for Exprettion Recognition.,Face Recognition.
Peer-to-Peer Iulticast Video.,Peer-to-Peer Multicast Video.
From Toftwcre Engineering to Butinett Engineering: ETPRIT Projectt in Informction Tyttemt Engineering.,Infrastructure and Engineering.
Optiiizatioa of Video Coateat Descriptioas for Retrieval.,Optimization of Video Content Descriptions for Retrieval.
